/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"916";"João Ribeiro";"João Batista de Jesus Ribeiro";"Masculino";"Senador ";"PL";"468";"TO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/916";;"joaoribeiro@senador.leg.br";"2689";"2013-08-08";"2013-12-18";"FAL";"Falecimento";;
"916";"João Ribeiro";"João Batista de Jesus Ribeiro";"Masculino";"Senador ";"PL";"468";"TO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/916";;"joaoribeiro@senador.leg.br";"2647";"2011-09-01";"2013-02-07";"LS ";"Licença saúde";;"2013-02-07"
"916";"João Ribeiro";"João Batista de Jesus Ribeiro";"Masculino";"Senador ";"PL";"468";"TO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/916";;"joaoribeiro@senador.leg.br";"2603";"2011-02-01";"2011-05-02";"LS ";"Licença saúde";;
"916";"João Ribeiro";"João Batista de Jesus Ribeiro";"Masculino";"Senador ";"PL";"468";"TO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador916.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/916";;"joaoribeiro@senador.leg.br";;;;;;;
"5066";"Juçara Feitosa de Oliveira";"Juçara Feitosa de Oliveira";"Masculino";"Senador ";"PT";"461";"BA";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4575";"Lídice da Mata";"1º Suplente";"5176";"Nestor Duarte Guimarães Neto";;;;;;;;;;;;
"5158";"Kaká Andrade";"Antonio Carlos Porto de Andrade";"Masculino";"Senador ";"PDT";"478";"SE";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4721";"Eduardo Amorim";"1º Suplente";"5156";"Lauro Antonio";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5158.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5158";;"kaka.andrade@senador.leg.br";"2707";"2014-07-24";"2014-11-21";"RET";"Retorno do titular";;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5637";"Donizeti Nogueira";"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";;;;;;;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5639";"Guaracy Silveira";"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";;;;;;;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";"2999";"2022-12-01";"2023-01-31";"TER";"Término do mandato";;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";"2886";"2019-01-31";"2022-08-02";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";"2783";"2016-05-12";"2018-10-28";"LP ";"Licença Particular";;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";"2757";"2015-02-01";"2015-02-02";"AFO";"Afastamento do exercício";;
"1249";"Kátia Abreu";"Kátia Regina de Abreu";"Feminino";"Senadora ";"PP";"518";"TO";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"885";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1249";;"sen.katiaabreu@senado.leg.br";;;;;;;
"415";"Lael Varella";"Lael Vieira Varella";"Masculino";"Senador ";"PSD";"495";"MG";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5529";"Antonio Anastasia";"1º Suplente";"4610";"Alexandre Silveira";"926";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador415.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/415";;;"3008";"2023-01-10";"2023-01-31";"TER";"Término do mandato";;
"5533";"Lasier Martins";"Lasier Costa Martins";"Masculino";"Senador ";"PODEMOS";"497";"RS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5623";"Christopher Goulart";"861";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533";"https://www.senadorlasiermartins.com.br/";"sen.lasiermartins@senado.leg.br";;;;;;;
"5533";"Lasier Martins";"Lasier Costa Martins";"Masculino";"Senador ";"PODEMOS";"497";"RS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5625";"Adilson Silva dos Santos";"861";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533";"https://www.senadorlasiermartins.com.br/";"sen.lasiermartins@senado.leg.br";;;;;;;
"5533";"Lasier Martins";"Lasier Costa Martins";"Masculino";"Senador ";"PODEMOS";"497";"RS";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"861";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5533";"https://www.senadorlasiermartins.com.br/";"sen.lasiermartins@senado.leg.br";"2740";"2015-02-01";"2023-01-31";"TER";"Término do mandato";;
"5156";"Lauro Antonio";"Lauro Antonio Texeira Menezes";"Masculino";"Senador ";"PL";"478";"SE";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4721";"Eduardo Amorim";"2º Suplente";"5158";"Kaká Andrade";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156";;"lauroantonio@senador.leg.br";"2705";"2014-07-23";"2014-07-23";"LSP";"Licença Saúde-Particular";;
"5156";"Lauro Antonio";"Lauro Antonio Texeira Menezes";"Masculino";"Senador ";"PL";"478";"SE";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4721";"Eduardo Amorim";"2º Suplente";"5158";"Kaká Andrade";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156";;"lauroantonio@senador.leg.br";"2658";"2011-12-06";"2012-04-04";"RET";"Retorno do titular";;
"5156";"Lauro Antonio";"Lauro Antonio Texeira Menezes";"Masculino";"Senador ";"PL";"478";"SE";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4721";"Eduardo Amorim";"2º Suplente";"5158";"Kaká Andrade";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5156.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5156";;"lauroantonio@senador.leg.br";;;;;;;
"3695";"Lindbergh Farias";"Luiz Lindbergh Farias Filho";"Masculino";"Senador ";"PT";"436";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5060";"Olney Ribeiro Botelho";"309";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3695.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3695";"https://www.camara.leg.br/deputados/74858";"dep.lindberghfarias@camara.leg.br";;;;;;"RJ";
"3695";"Lindbergh Farias";"Luiz Lindbergh Farias Filho";"Masculino";"Senador ";"PT";"436";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5064";"Emir Simão Sader";"309";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3695.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3695";"https://www.camara.leg.br/deputados/74858";"dep.lindberghfarias@camara.leg.br";;;;;;"RJ";
"3695";"Lindbergh Farias";"Luiz Lindbergh Farias Filho";"Masculino";"Senador ";"PT";"436";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"309";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3695.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3695";"https://www.camara.leg.br/deputados/74858";"dep.lindberghfarias@camara.leg.br";"2608";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"RJ";
"5040";"Lirio Albino Parisotto";"Lirio Albino Parisotto";"Masculino";"Senador ";"MDB";"473";"AM";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4994";"Eduardo Braga";"1º Suplente";"5038";"Sandra Braga";;;;;;;;;;;;
"3579";"Lobão Filho";"Edison Lobão Filho";"Masculino";"Senador ";"MDB";"445";"MA";"1º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"16";"Edison Lobão";"2º Suplente";"5018";"Pastor Bel";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3579.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3579";;"lobaofilho@senador.leg.br";"2634";"2011-02-02";"2014-12-31";"RET";"Retorno do titular";;"2011-02-02"
"5092";"Luis Carlos Paes de Castro";"Luis Carlos Paes de Castro";"Masculino";"Senador ";"PCdoB";"444";"CE";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"615";"José Pimentel";"1º Suplente";"624";"Sérgio Novais";;;;;;;;;;;;
"5104";"Luis Cláudio da Costa Avelar";"Luis Cláudio da Costa Avelar";"Masculino";"Senador ";"PCdoB";"470";"DF";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"4593";"Rodrigo Rollemberg";"1º Suplente";"5100";"Hélio José";;;;;;;;;;;;
"5567";"Luis Mitoso";"Luis Augusto Mitoso Junior";"Masculino";"Senador ";"PSD";"493";"AM";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5525";"Omar Aziz";"1º Suplente";"5565";"Dr. Helder Cavalcante";;;;;;;;;;;;
"5585";"Luiz Carlos do Carmo";"Luiz Carlos do Carmo";"Masculino";"Senador ";"PSC";"504";"GO";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"456";"Ronaldo Caiado";"2º Suplente";"5587";"Eladio Carneiro";"889";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5585.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5585";;"sen.luizcarlosdocarmo@senado.leg.br";"2879";"2019-01-02";"2023-01-31";"TER";"Término do mandato";;
"5002";"Luiz Henrique";"Luiz Henrique da Silveira";"Masculino";"Senador ";"MDB";"465";"SC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5132";"Dalirio Beber";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002";;"luizhenrique@senador.leg.br";;;;;;;
"5002";"Luiz Henrique";"Luiz Henrique da Silveira";"Masculino";"Senador ";"MDB";"465";"SC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5134";"Antônio Marcos Gavazzoni";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002";;"luizhenrique@senador.leg.br";;;;;;;
"5002";"Luiz Henrique";"Luiz Henrique da Silveira";"Masculino";"Senador ";"MDB";"465";"SC";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5002.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5002";;"luizhenrique@senador.leg.br";"2610";"2011-02-01";"2015-05-10";"FAL";"Falecimento";;
"151";"Luiz Pastore";"Luiz Osvaldo Pastore";"Masculino";"Senador ";"MDB";"503";"ES";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"2331";"Rose de Freitas";"2º Suplente";"5583";"Schariff Moyses";"942";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador151.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/151";;"sen.luizpastore@senado.leg.br";"2985";"2022-07-07";"2022-11-03";"RET";"Retorno do titular";;
"151";"Luiz Pastore";"Luiz Osvaldo Pastore";"Masculino";"Senador ";"MDB";"503";"ES";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"2331";"Rose de Freitas";"2º Suplente";"5583";"Schariff Moyses";"942";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador151.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/151";;"sen.luizpastore@senado.leg.br";"2948";"2019-11-20";"2020-03-25";"RET";"Retorno do titular";;
"151";"Luiz Pastore";"Luiz Osvaldo Pastore";"Masculino";"Senador ";"MDB";"503";"ES";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"2331";"Rose de Freitas";"2º Suplente";"5583";"Schariff Moyses";"942";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador151.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/151";;"sen.luizpastore@senado.leg.br";;;;;;;
"5058";"Luís Guilherme Gomes Mussi";"Luís Guilherme Gomes Mussi";"Masculino";"Senador ";"MDB";"467";"PR";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"72";"Roberto Requião";"1º Suplente";"5054";"Francisco Simeão Rodrigues Neto";;;;;;;;;;;;
"4575";"Lídice da Mata";"Lídice da Mata e Souza";"Feminino";"Senadora ";"PSB";"461";"BA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5176";"Nestor Duarte Guimarães Neto";"185";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4575.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4575";"https://www.camara.leg.br/deputados/139285";"dep.lidicedamata@camara.leg.br";;;;;;"BA";
"4575";"Lídice da Mata";"Lídice da Mata e Souza";"Feminino";"Senadora ";"PSB";"461";"BA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5066";"Juçara Feitosa de Oliveira";"185";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4575.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4575";"https://www.camara.leg.br/deputados/139285";"dep.lidicedamata@camara.leg.br";;;;;;"BA";
"4575";"Lídice da Mata";"Lídice da Mata e Souza";"Feminino";"Senadora ";"PSB";"461";"BA";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"185";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4575.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4575";"https://www.camara.leg.br/deputados/139285";"dep.lidicedamata@camara.leg.br";"2607";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"BA";
"643";"Lúcia Vânia";"Lúcia Vânia Abrão";"Feminino";"Senadora ";"PSB";"459";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5076";"Ione Guimarães";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/643";;"lucia.vania@senadora.leg.br";;;;;;;
"643";"Lúcia Vânia";"Lúcia Vânia Abrão";"Feminino";"Senadora ";"PSB";"459";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5190";"Maria Luza de Aquino Machado";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/643";;"lucia.vania@senadora.leg.br";;;;;;;
"643";"Lúcia Vânia";"Lúcia Vânia Abrão";"Feminino";"Senadora ";"PSB";"459";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/643";;"lucia.vania@senadora.leg.br";"2872";"2018-10-31";"2019-01-31";"TER";"Término do mandato";;
"643";"Lúcia Vânia";"Lúcia Vânia Abrão";"Feminino";"Senadora ";"PSB";"459";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/643";;"lucia.vania@senadora.leg.br";"2609";"2011-02-01";"2018-09-03";"LSP";"Licença Saúde-Particular";;"2018-09-04"
"643";"Lúcia Vânia";"Lúcia Vânia Abrão";"Feminino";"Senadora ";"PSB";"459";"GO";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador643.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/643";;"lucia.vania@senadora.leg.br";;;;;;;
"631";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"PL";"483";"ES";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"5122";"Paulo Antenor de Oliveira";"869";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";;"sen.magnomalta@senado.leg.br";;;;;;"ES";
"631";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"PL";"483";"ES";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5126";"Enivaldo Euzébio dos Anjos";"869";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";;"sen.magnomalta@senado.leg.br";;;;;;"ES";
"631";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"PL";"483";"ES";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"869";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";;"sen.magnomalta@senado.leg.br";"2611";"2011-02-01";"2019-01-31";"TER";"Término do mandato";"ES";
"5557";"Mailza Gomes";"Mailza Assis da Silva";"Feminino";"Senadora ";"PP";"500";"AC";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4558";"Gladson Cameli";"2º Suplente";"5559";"Bispo José";"888";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5557";;"sen.mailzagomes@senado.leg.br";"2880";"2019-01-03";"2023-01-01";"REN";"Renúncia";;
"4951";"Manoel Angelo Chagas";"Manoel Angelo Chagas";"Masculino";"Senador ";"MDB";"453";"RO";"2º Suplente";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";"Titular";"3372";"Valdir Raupp";"1º Suplente";"4949";"Tomás Correia";;;;;;;;;;;;
"5591";"Manoel Motta";"Manoel Francisco de Vasconcelos Motta";"Masculino";"Senador ";"PCB";"506";"MT";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"1173";"Wellington Fagundes";"1º Suplente";"4885";"Jorge Yanai";;;;;;;;;;;;
"3366";"Marcelo Crivella";"Marcelo Bezerra Crivella";"Masculino";"Senador ";"REPUBLICANOS";"480";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"1º Suplente";"4767";"Eduardo Lopes";"312";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366";"https://www.camara.leg.br/deputados/220599";"dep.marcelocrivella@camara.leg.br";;;;;;"RJ";
"3366";"Marcelo Crivella";"Marcelo Bezerra Crivella";"Masculino";"Senador ";"REPUBLICANOS";"480";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;"2º Suplente";"5068";"Tânia Cristina Magalhães Bastos e Silva";"312";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366";"https://www.camara.leg.br/deputados/220599";"dep.marcelocrivella@camara.leg.br";;;;;;"RJ";
"3366";"Marcelo Crivella";"Marcelo Bezerra Crivella";"Masculino";"Senador ";"REPUBLICANOS";"480";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"312";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366";"https://www.camara.leg.br/deputados/220599";"dep.marcelocrivella@camara.leg.br";"2801";"2016-10-01";"2016-12-31";"REN";"Renúncia";"RJ";
"3366";"Marcelo Crivella";"Marcelo Bezerra Crivella";"Masculino";"Senador ";"REPUBLICANOS";"480";"RJ";"Titular";"54";"2011-02-01";"2015-01-31";"55";"2015-02-01";"2019-01-31";;;;;;;"312";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3366.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3366";"https://www.camara.leg.br/deputados/220599";"dep.marcelocrivella@camara.leg.br";"2695";"2014-03-17";"2016-06-01";"LSP";"Licença Saúde-Particular";"RJ";"2016-06-02"
